id,product_id,name,image_url,brand_name,brand_id,sell_price,list_price,discount,discount_value,color_css,url,ingredients,batch_id,created_at,updated_at,category
1004,1129943093,Ji Woo Gae Heartleaf BHA Body Mist,https://d1flfk77wl2xk4.cloudfront.net/Assets/50/957/M_p0210595750.jpg,celimax,323571,13.44,16.79,19% OFF,0.19952352,{},https://www.yesstyle.com/en/celimax-ji-woo-gae-heartleaf-bha-body-mist-150ml/info.html/pid.1129943093,"Water, 1,2-Hexanediol, Glycerin, Butylene Glycol, Methylpropanediol, Niacinamide, Sodium Citrate, Propanediol, Gluconolactone, Xylitol, Salicylic Acid, Panthenol, Octyldodeceth-16, Betaine, Houttuynia Cordata Extract, Eriobotrya Japonica Leaf Extract, Xanthan Gum, Pentylene Glycol, Disodium EDTA, Sucrose, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Sodium Hyaluronate, Mineral Salts, Sodium Hyaluronate Crosspolymer, Hydrolyzed Hyaluronic Acid, Juniperus Mexicana Oil, Eucalyptus Globulus Leaf Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Hyaluronic Acid, Lavandula Angustifolia (Lavender) Oil, Cymbopogon Nardus (Citronella) Oil, Hydrolyzed Sodium Hyaluronate, Capryloyl Salicylic Acid, celimax, celimax, YesStyle, celimax, , YesStyle is an authorized retailer of celimax.",,2024-11-06 03:25:25.739453,2024-11-12 11:07:55.135496,beauty-body-moisturizers
2214,1129907014,Dewy Liquid Cheek - 5 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/40/273/M_p0210527340.jpg,hince,330923,12.05,12.69,5% OFF,0.050433412,"{red,orange,pink}",https://www.yesstyle.com/en/hince-dewy-liquid-cheek-5-colors-01-warm-freckle/info.html/pid.1129907014,,,2024-11-18 09:57:51.414875,2024-11-18 09:57:51.414875,beauty-cheeks
29,1130592834,Love Silk Blush - 9 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/72/302/M_p0211630272.jpg,Laka,322118,12.15,12.15,,0.0,{},https://www.yesstyle.com/en/laka-love-silk-blush-9-colors-701-harico/info.html/pid.1130592834,"Talc, Mica, Boron Nitride, Phenyl Trimethicone, Octyldodecyl Stearoyl Stearate, Alumina, Nylon-12, Synthetic Fluorphlogopite, Diisostearyl Malate, Zinc Myristate, Yellow 5 Lake (CI 19140), Titanium Dioxide, Triethoxycaprylylsilane, Lauroyl Lysine, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Iron Oxides (CI 77491), Dimethicone, 1,2-Hexanediol, Iron Oxides (CI 77499), Polyisobutene, Glyceryl Caprylate, Aluminum Hydroxide, Helindone Pink CN, Iron Oxides (CI 77492), Laka, Laka, YesStyle, Laka, , YesStyle is an authorized retailer of Laka.",,2024-11-06 03:15:23.387530,2024-11-07 13:16:19.728007,beauty-cheeks
24,1129906895,True Dimension Glow Cheek - 4 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/35/271/M_p0210527135.jpg,hince,330923,11.97,14.96,19% OFF,0.19986631,{},https://www.yesstyle.com/en/hince-true-dimension-glow-cheek-4-colors-01-blush-on/info.html/pid.1129906895,"Synthetic Fluorphlogopite, Diisostearyl Malate, Hydrogenated Poly(C6-14 Olefin), Mica (CI 77019), Talc, Dimethicone, Titanium Dioxide (CI 77891), Dimethicone/Vinyl Dimethicone Crosspolymer, Hexyl Laurate, Silica, Iron Oxides (CI 77491), Pentylene Glycol, Triethoxycaprylylsilane, Lauroyl Lysine, Aluminum Hydroxide, Tin Oxide (CI 77861), hince, hince, YesStyle, hince, , YesStyle is an authorized retailer of hince.",,2024-11-06 03:15:21.082524,2024-11-07 13:16:42.550479,beauty-cheeks
33,1128650406,Highlighter & Contour Double-Headed Stick - 3 Shades,https://d1flfk77wl2xk4.cloudfront.net/Assets/87/297/M_p0207829787.jpg,BEAUTY GLAZED,330677,3.43,4.29,20% OFF,0.2004662,"{yellow,orange,brown,beige}",https://www.yesstyle.com/en/beauty-glazed-highlighter-contour-double-headed-stick-3-shades-103/info.html/pid.1128650406,"Squalane, Petrolatum, Diisostearyl Malate, CI 77891, Silica, Ethylhexyl Palmitate, Beeswax, Polyethylene, Mica, Ozokerite, Mineral Oil, CI 77491, CI 77492, CI 77499, Tocopherol, Parfum, Ethylhexylglycerin, BEAUTY GLAZED, BEAUTY GLAZED, BEAUTY GLAZED, , YesStyle is an authorized retailer of BEAUTY GLAZED., BEAUTY GLAZED is a cruelty-free brand., (, )",,2024-11-06 03:15:25.196726,2024-11-07 13:17:03.809765,beauty-cheeks
37,1131466225,Contour & Highlight Duo Pencil - 5 Shades,https://d1flfk77wl2xk4.cloudfront.net/Assets/39/165/M_p0212916539.jpg,OUT-OF-OFFICE,330846,7.07,8.84,20% OFF,0.20022625,"{yellow,pink,brown,gray,white,beige}",https://www.yesstyle.com/en/out-of-office-contour-highlight-duo-pencil-5-shades-00-natural-cement/info.html/pid.1131466225,"Euphorbia Cerifera Wax, CI 77891, Ethylhexyl Palmitate, Phenyl Trimethicone, Isopropyl Myristate, Bis-Diglyceryl Polyacyladipate-2, Microcrystalline Wax, CI 77492, Hydrogenated Polydecene, Hydrogenated Soybean Oil, Hydrogenated Palm Kernel Oil, CI 77499, CI 77491, Copernicia Cerifera Cera, Phenoxyethanol, Tocopherol Acetate, Dibutyl Hydroxy Toluene, Synthetic Fluorphlogopite, Octyldodecanol, Polymethyl Methacrylate, Silica, VP/Hexadecene Copolymer, Diisostearyl Malate, Beeswax, Polyethylene, Mica, Ozokerite, Tin Oxide, , YesStyle sources OUT-OF-OFFICE products from authorized distributors or wholesalers.",,2024-11-06 03:15:32.033595,2024-11-07 13:17:51.660884,beauty-cheeks
39,1126025802,Hot Canned Lip & Cheek Mud - 3 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/42/180/M_p0202418042.jpg,INTO YOU,330386,9.19,9.19,,0.0,"{red,orange,pink,brown,beige}",https://www.yesstyle.com/en/into-you-hot-canned-lip-cheek-mud-3-colors-342-dust-rose-pink-5g/info.html/pid.1126025802,"Dimethicone, Dimethicone Crosspolymer, Tribehenin, Polyglyceryl-2 Triisostearate, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Diisostearyl Malate, Cetyl PEG/PPG-10/1 Dimethicone, Sorbitan Isostearate, VP/Hexadecene Copolymer, Polyglyceryl-2 Diisostearate, Fragrance(Parfum), Dehydroacetic Acid, Methyl Hydrogenated Rosinate, CI 15985, CI 17200, CI 15850, CI 77499, INTO YOU, INTO YOU, , YesStyle sources INTO YOU products from authorized distributors or wholesalers.",,2024-11-06 03:15:32.953036,2024-11-07 13:18:02.011710,beauty-cheeks
43,1128774219,Mousse Liquid Blush - 6 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/59/042/M_p0208104259.jpg,HANDAIYAN,330679,3.64,4.55,20% OFF,0.2,{},https://www.yesstyle.com/en/handaiyan-mousse-liquid-blush-6-colors-03-6-5ml/info.html/pid.1128774219,"Polybutene, Paraffinum Liquidum, Ethylhexyl Palmitate, Microcrystalline Wax, Bis-Diglyceryl Polyacyladipate-2, Diisostearyl Malate, Simmondsia Chinensis Seed Oil, Synthetic Wax, Tocopheryl Acetate, Phenoxyethanol, CI 45410, CI 15850, , YesStyle is an authorized retailer of HANDAIYAN.",,2024-11-06 03:15:34.822271,2024-11-07 13:18:38.980544,beauty-cheeks
112,1128411518,Glazed Blush Powder (1-3),https://d1flfk77wl2xk4.cloudfront.net/Assets/08/196/M_p0207519608.jpg,Judydoll,330281,9.62,9.62,,0.0,"{orange,pink}",https://www.yesstyle.com/en/judydoll-glazed-blush-powder-1-3-03-4-6g/info.html/pid.1128411518,"Mica, CI 77891, Chondrus Crispus, CI 77491, CI77492, PEG-26-PPG-30, CI 73360, Judydoll, ",,2024-11-06 03:16:16.793479,2024-11-07 13:18:51.527534,beauty-cheeks
38,1129979839,Galaxy Pearl Highlighter - 3 Shades,https://d1flfk77wl2xk4.cloudfront.net/Assets/78/050/M_p0210705078.jpg,ROZO,330842,2.52,3.15,20% OFF,0.2,"{red,yellow,beige}",https://www.yesstyle.com/en/rozo-galaxy-pearl-highlighter-3-shades-d01-champagne-3g/info.html/pid.1129979839,"Calcium Sodium Borosilicate, Tridecyl Trimellitate, Ethylhexyl Palmitate, Mica, Magnesium Stearate, Kaolinite, Beeswax, Silica, Hydrogenated Polyisobutene, Ozokerite, Titanium Dioxide, CI 77491, CI 77492, Tin Oxide, Propylparaben, Methylparaben, , YesStyle is an authorized retailer of ROZO.",,2024-11-06 03:15:32.503485,2024-11-07 13:19:37.758239,beauty-cheeks
42,1129107119,Liquid Highlighter Pen - (1-3),https://d1flfk77wl2xk4.cloudfront.net/Assets/50/424/M_p0208842450.jpg,Gege Bear,330699,2.88,4.11,29% OFF,0.29927006,{},https://www.yesstyle.com/en/gege-bear-liquid-highlighter-pen-1-3-03-2g/info.html/pid.1129107119,"Water, Magnesium Stearate, Butylene, , YesStyle sources Gege Bear products from authorized distributors or wholesalers.",,2024-11-06 03:15:34.367529,2024-11-07 13:21:54.643494,beauty-cheeks
1187,1081797051,Ag Deo 24 Clear Shower Sheet,https://d1flfk77wl2xk4.cloudfront.net/Assets/03/341/M_p0118234103.jpg,Shiseido,25101,5.77,5.77,,0.0,{},https://www.yesstyle.com/en/shiseido-ag-deo-24-clear-shower-sheet/info.html/pid.1081797051,"Water, ethanol, sodium lactate, sodium hyaluronate, 3Ca phosphate, PPG-20 decyltetradeceth-10, EDTA-3Na, t-butylmethoxydibenzoylmethane, silver, glycerin, tocopherol, lactic acid, silicic acid (Li) / Mg / Na), menthol, menthyl lactate, silica, fragrance, cetyl ethylhexanoate, silicic acid (Li/Mg/Na), lactate, Shiseido, Shiseido, Shiseido, Anessa, Shiseido, ",,2024-11-06 03:35:46.351490,2024-11-12 11:57:38.479422,beauty-deodorants
5975,1127654954,False Eyelashes,https://d1flfk77wl2xk4.cloudfront.net/Assets/33/653/M_p0205965333.jpg,Mogugu,316735,4.72,4.72,,0.0,{black},https://www.yesstyle.com/en/mogugu-false-eyelashes/info.html/pid.1127654954,,,2024-11-18 10:36:08.657614,2024-11-18 10:36:08.657614,beauty-eyes
51,1131442817,Butter Balm Crayon Set - 10 Colors,https://d1flfk77wl2xk4.cloudfront.net/Assets/37/530/M_p0212853037.jpg,CLIO,314578,11.03,12.25,9.9% OFF,0.09959184,"{red,yellow,orange,pink,brown,white,beige}",https://www.yesstyle.com/en/clio-butter-balm-crayon-set-10-colors-01-pink-poster/info.html/pid.1131442817,"Ricinus Communis (Castor) Seed Oil, Caprylic/Capric Triglyceride, Glyceryl Ricinoleate, Euphorbia Cerifera (Candelilla) Wax, Titanium Dioxide (CI 77891), Synthetic Beeswax, Myristyl Myristate, Ferric Oxide (CI 77491), Hydrated Oxide (CI 77492), Ferrous-Ferric Oxide (CI 77499), Copernicia Cerifera (Carnauba) Wax, Cetyl Alcohol, Myristyl Lactate, Lithol Rubine BCA, Fragrance, Tocopherol, Mica (CI 77019), Butyrospermum Parkii (Shea) Butter, Talc, Ascorbyl Palmitate, CLIO, YesStyle, CLIO, , YesStyle is an authorized retailer of CLIO.",,2024-11-06 03:15:38.498153,2024-11-07 13:19:50.353216,beauty-cheeks
58,1131108573,Hydrating Blush - (1-3),https://d1flfk77wl2xk4.cloudfront.net/Assets/20/773/M_p0212577320.jpg,LEEMEMBER,330821,4.10,5.86,30% OFF,0.3003413,{},https://www.yesstyle.com/en/leemember-hydrating-blush-1-3-01/info.html/pid.1131108573,"diisostearyl malate, octyl dodecanol, polyisobutene, isononyl isononanoate, CI 77891, synthetic wax, VP/hexadecene copolymer, microcrystalline wax, dimethyl silylated silica, synthetic fluorophlogopite, CI 77492, sunflower (Helianthus Annuus) seed wax, phenoxyethanol, CI 15850, tocopheryl acetate, ethylhexylglycerin, fragrance (for daily use), triethoxy octyl silane, CI 77499, caprylic/capric triglyceride, sunflower (Helianthus Annuus) seed extract, peony (Paeonia Suffruticosa) extract, perilla (Perilla Ocymoides) seed extract, grape (Vitis Vinifera) seed extract, isostearyl isostearate, ascorbyl tetraisononanoate, pentaerythrityl tetra (di-tert-butylhydroxyhydrocinnamate), butylated hydroxytoluene, retinyl palmitate, , YesStyle sources LEEMEMBER products from authorized distributors or wholesalers.",,2024-11-06 03:15:41.801695,2024-11-07 13:21:02.034725,beauty-cheeks
60,1129163511,Tricolor Contour Palette - (S00-S02),https://d1flfk77wl2xk4.cloudfront.net/Assets/09/773/M_p0208977309.jpg,Kaleidos,330820,27.85,34.82,20% OFF,0.20017232,{},https://www.yesstyle.com/en/kaleidos-tricolor-contour-palette-s00-s02-s03-medium-13g/info.html/pid.1129163511,"Mica, Synthetic Fluorphlogopite, Silica, Boron Nitride, , YesStyle sources Kaleidos products from authorized distributors or wholesalers.",,2024-11-06 03:15:42.716731,2024-11-07 13:21:27.736893,beauty-cheeks
62,1104376835,Cream Cheek Pearl Type,https://d1flfk77wl2xk4.cloudfront.net/Assets/30/011/M_p0156101130.jpg,Canmake,311583,7.96,7.96,,0.0,"{yellow,orange,pink,white,beige}",https://www.yesstyle.com/en/canmake-cream-cheek-pearl-type/info.html/pid.1104376835,"Triethylhexanoin, dimethicone, synthetic fluorofrogopite, silica, (dimethicone / vinyl dimethicone) crosspolymer, squalane, olive fruit oil, jojoba seed oil, canina rose fruit oil, microcrystalin wax, paraffin, phenoxyethanol, tocopherol, dipalmitic acid Ascorbyl, diisostearyl malate, mica, titanium oxide, iron oxide, red 226, al hydroxide, tin oxide, Canmake, Canmake, ",,2024-11-06 03:15:43.667490,2024-11-07 13:22:01.011874,beauty-cheeks
56,1129178301,Water Ripple Series Highlighter - 3 Types,https://d1flfk77wl2xk4.cloudfront.net/Assets/12/248/M_p0209024812.jpeg,COLORROSE,330818,6.50,8.66,24% OFF,0.24942264,{},https://www.yesstyle.com/en/colorrose-water-ripple-series-highlighter-3-types-cr772-3-5g/info.html/pid.1129178301,"Synthetic Fluorphlogopite, CI 77891, Bismuth Oxychloride, Polydimethylsiloxane, Isononyl Isononanoate, Mica, Magnesium Stearate, Talc, Mineral Oil, Microcrystalline Wax, Silica, Petrolatum, Phenoxyethanol, Triethoxycaprylylsilane, Tin Oxide, Cyclopentasiloxane, Cyclohexasiloxane, Calcium Aluminium Borosilicate, CI 77491, Caprylic/Capric Triglyceride, Polybutene, COLORROSE, COLORROSE, CHEERFLOR Cosmetics Co., Ltd, CHEERFLOR, , YesStyle is an authorized retailer of COLORROSE.",,2024-11-06 03:15:40.907650,2024-11-07 13:22:27.120400,beauty-cheeks
